author,key,affiliation
Raymond Reiter,conf/pods/Reiter88|conf/edbt/Reiter92|journals/jlp/Reiter95|journals/jlp/Reiter92|journals/jlp/LevesqueRLLS97|journals/ai/Reiter80|journals/ai/KleerMR92|journals/ai/Reiter87|journals/ai/ReiterM89|journals/jacm/Reiter71|journals/jacm/Reiter80|journals/jacm/Reiter86|journals/tse/BorgidaMR95|journals/logcom/LinR94|conf/iclp/Reiter90|conf/sigmod/Reiter80|conf/aaai/ReiterK87|conf/aaai/Reiter82|conf/aaai/EtheringtonR83|conf/daisd/Reiter94|conf/db-workshops/Reiter82|conf/icse/BorgidaMR93|conf/adbt/Reiter77a|conf/adbt/Reiter79|conf/adbt/Reiter77|conf/ijcai/ReiterGKMW83|conf/atal/LesperanceLLMRS95,Buddhist and Pali University of Sri Lanka
Raymond S. Nickerson,conf/vldb/Nickerson77,Ecole Nationale Supérieure de Chimie de Clermont-Ferrand
Raymond S. Tomlinson,journals/computer/ThomasFCSTTR85|journals/cacm/BobrowBMT72|conf/cscw/CrowleyMBFT90,Lafayette College
Raymond T. Ng,journals/debu/BarbaraDFHHIJJNPRS97|journals/dr/Ng99|journals/tkde/KnorrN96|journals/tkde/Ng97|journals/tods/BellNNS96|journals/vldb/NgS98|journals/vldb/IoannidisNSS97|journals/vldb/KnorrNT00|conf/sigmod/NgLHP98|conf/sigmod/NgLHM99|conf/sigmod/LakshmananNHP99|conf/sigmod/BreunigKNS00|conf/sigmod/NgFS91|conf/pods/BellNNS92|conf/pods/JagadishNS99|conf/icdt/KungNLH01|conf/edbt/SrivastavaKN00|conf/vldb/KnorrN99|conf/vldb/NgY94|conf/vldb/LakshmananJN00|conf/vldb/JagadishKNS99|conf/vldb/NgH94|conf/vldb/FaloutsosNS91|conf/vldb/JagadishMN99|conf/vldb/KnorrN98|conf/vldb/IoannidisNSS92|journals/mms/NgY96|journals/tc/FaloutsosNS95|journals/jacm/BellNNS94|journals/is/SellisRN90|journals/is/MakaroffN95|journals/jar/NgS93|journals/iandc/NgS94|journals/iandc/NgS92|journals/iandc/NerodeNS95|conf/slp/NgS91|conf/kdd/KnorrN96|conf/kdd/KnorrN97|conf/kdd/JohnsonKN98|conf/iclp/Ng93|conf/iclp/NgS91|conf/lpnmr/BellNNS93|conf/coopis/HanFN94|conf/ssd/KnorrNS97,Université de Haute-Alsace
Raymond T. Yeh,journals/tkde/Yeh92|conf/vldb/YehB77|conf/vldb/Yeh78|journals/csur/Yeh76|journals/software/YehNMSGSL91|conf/er/YehRC79,Minsk Institute of Management
Raymond Turner,journals/cj/TurnerL85,Fordham University
Raymond Wai-Man Lo,journals/tkde/LoM92|conf/icde/MatloffL90,Polytechnic Institute of Milan
Raymund Carrick,conf/pos/MorrisonBCCDA89|conf/pos/ConnorBCDM89|conf/oodbs/MorrisonBCCD88,Universidad de la Marina Mercante
Raymund Y. M. Teo,conf/dasfaa/TanTT91,Universidad Tecnológica del Centro
Raúl E. Valdés-Pérez,journals/ai/Valdes-Perez95,Novosibirsk State Technical University
Raúl J. Ramírez,conf/berkeley/RamirezS79,Université Catholique de Kabgayi
Reagan Moore,conf/ride/LudascherMM01,University of Jaffna
Rebecca Ottesen,conf/ssdbm/NilandCPO98,St. Petersburg StateMechnikov  Medical Academy
Rebecca Wirfs-Brock,journals/cacm/Wirfs-BrockJ90|conf/oopsla/Wirfs-BrockW89,"College of Science, Baghdad University"
Reda Alhajj,conf/icde/AlhajjA93|conf/er/Alhajj99|conf/adbis/Alhajj99|journals/isci/AlhajjP98|journals/dke/AlhajjE99|conf/cikm/AlhajjP94|conf/cikm/AlhajjA92,Technological University (Magway)
Regina Illner,conf/adbis/KrogerIRH99,Kentucky Christian College
Regina Motz,conf/adbis/Motz98|conf/coopis/MotzF98,University of Wyoming
Regine Laleau,conf/caise/LammariLJC96,Sir Syed University of Engineering and Technology
Rehab M. Duwairi,conf/bncod/DuwairiFG96,The American University in London
Rei Hamakawa,journals/mms/HamakawaR94|conf/mm/HamakawaR93,Hanoi University of Civil Engineering
Rei-Chi Lee,conf/icde/ChuLC91|conf/ismis/ChenL91|conf/srds/ChuHLCMH90,Keele University
Reid G. Simmons,journals/ai/Simmons92|conf/aaai/Simmons88,Ahlulbait International University
Reid G. Smith,journals/ai/DavisS83|journals/tc/Smith80a|journals/tse/SchoenSB88|conf/eds/LafueS84|conf/ijcai/SmithMCB77,University of Central Europe in Skalica
Reihaneh Safavi-Naini,conf/er/Baraani-DastjerdiPSG95|conf/adc/Baraani-DastjerdiGPS95,Universidad Autónoma de la Laguna
Reiji Nakajima,journals/acta/NakajimaHN80,Dhaka International University
Reijo Sulonen,conf/er/MannistoS99|conf/ecoop/PeltonenMAS94,Université de Sfax
Reiko Heckel,conf/esec/EngelsHTE98,The Master's College
Reiko Ito,conf/sigmod/LiVCAHMWBCHIKSS99,ICFAI University
Reind P. van de Riet,journals/tods/RietWKJ81|journals/tods/SichermanJR83|conf/er/BurgR95|conf/er/BuitelaarR92|journals/tse/JongeTR87|journals/dke/Riet89|journals/dke/Riet90|journals/dke/DignumKKWR87|journals/dke/DignumR91|conf/nldb/VosGR95|conf/nldb/BurgR95|conf/ddss/RietK81|conf/caise/BurgR95|conf/ds/WieringaR88,Mount Meru University
Reiner Hähnle,conf/csl/Hahnle90,Hafencity Universität Hamburg
Reinhard A. Schlemmer,journals/software/YehNMSGSL91,University of Paisley
Reinhard Braumandl,journals/vldb/BraumandlCKK00|conf/sigmod/BraumandlKK99|conf/vldb/BraumandlCK98,Universidade Federal do Rio Grande do Norte
Reinhard Karge,conf/ssdbm/Karge98,Montana State University - Billings
Reinhard Schauer,conf/icse/KellerS98,Universidad Nacional Jorge Basadre Grohmann
Reinhard Schütte,conf/er/SchuetteR98|conf/er/Schuette99,Winthrop University
Reinhard Wilhelm,journals/insk/OlderogW12|journals/dagstuhl-manifestos/KreikerTVW11|journals/it/BeckerPDFOW07|conf/emsoft/FerdinandHLMSTTW01,Columbus University
Reinhold Heckmann,journals/ipl/Heckmann91|conf/emsoft/FerdinandHLMSTTW01,Northwood University
Reinhold Kröger,conf/icdcs/NettKK86|conf/srds/NoeKKN88,Escuela Militar de Ingeniería
Reino Kurki-Suonio,journals/acta/EveK77,University of Bristol
Remigijus Gustas,conf/er/Gustas98,Université Épiscopale d'Haiti
Remo Pareschi,conf/icde/AndreoliBCCPW97|journals/jucs/AndreoliBPS95|journals/scp/AndreoliPPP98|journals/scp/BorghoffPAF98|journals/jsc/AndreoliBP96|conf/oopsla/AndreoliP90|conf/ecoopw/AndreoliGP94,Rafsanjan University of Medical Sciences
Remzi H. Arpaci,conf/sigmetrics/Arpaci-DusseauAVLAP95,Tokai University
Remzi H. Arpaci-Dusseau,conf/sigmod/Arpaci-DusseauACHP97|conf/iopads/Arpaci-DusseauATCHPY99,Lamar University
Remzi Kirkgöze,conf/dexaw/KirkgozeKST97,Emeq Yizrael College
Renata Costa Guedes Pereira,conf/efdbs/RezendeOPHK99,George Brown College
Renate Kempf,conf/oopsla/KempfS87,Newberry College
Renate Meyer,conf/icde/SchlageterUWZMNM88|journals/jcss/BiskupM87,Kagawa Institute of Nutrition
Renate Motschnig-Pitrik,conf/caise/Motschnig-PitrikM96|conf/caise/Motschnig-Pitrik93|conf/coopis/MylopoulosM95,Petro Mohyla Black Sea State University
Renato Barrera,journals/sigmod/BarreraFA91|conf/ssd/FrankB89,Yasuj University of Medical Sciences
Renato Busatto,conf/icde/BohlenBJ98,University of Hawaii - Hilo
Renato Pajarola,conf/icde/PajarolaOSSW98|conf/dawak/RiedewaldAAP00,Fine Arts Academy in Katowice
Renu Tewari,conf/icde/TewariDMV96|conf/compcon/DanDMST95,Universidad del Pacífico
Renzo Orsini,journals/tods/AlbanoCO85|journals/vldb/AlbanoGO95|conf/dbpl/AlbanoDGMMOS89|conf/dbpl/AlbanoGO89|conf/dbpl/AlbanoGO91|conf/edbt/AlbanoACO88|conf/vldb/AlbanoGO91|conf/vldb/AlbanoBGO93|conf/vldb/AlbanoCOO83|journals/debu/AlbanoO84|conf/db-workshops/AlbanoGO85|conf/db-workshops/AlbanoGOP85|conf/oodbs/AlbanoGOO86,University of Wisconsin - River Falls
Renzo Pinzani,conf/mfdbs/BarcucciCPV89|journals/tse/BarcucciPS90|conf/ddss/BarcucciGP84|conf/fodo/GrazziniPP85,South Dakota School of Mines and Technology
Renzo Sprugnoli,journals/tse/BarcucciPS90|journals/cacm/Sprugnoli77,"University of New Brunswick, Saint John"
René Bal,journals/jiis/GuerriniBB98|conf/dood/BalB93,Universidad de la República
René J. Veldwijk,conf/dasfaa/GraaffVB93,Ural State Technical University
René Jacquart,conf/er/CazinJM85,Beppu University
René Janssen,conf/icde/TroyerJ93,National Yunlin University of Science and Technology
René Lapyda,conf/er/SetzerL81,People's University of Bangladesh
René Peralta,conf/eurocrypt/BergerPT84,Lithuania Christian College
René Reboh,journals/cacm/RischRHD88|conf/aaai/RebohR86,Central Christian College of the Bible
René Thiemann,conf/rta/GieslTSF04,Universität Hamburg
Renée J. Miller,journals/debu/IoannidisLHMTW93|journals/debu/HaasMNRSW99|conf/sigmod/Miller98|conf/sigmod/YangM97|conf/icdt/EdmondsGLM01|conf/edbt/MillerIR94|conf/vldb/MillerIR93|conf/vldb/MillerHH00|journals/ieeemm/MillerTW97|journals/is/MillerIR94|conf/ride/MillerIR93,Kanagawa University
Reto Largo,conf/adb/AebiL94,Universidade de Aveiro
Rex A. Flynn,conf/sigir/AnickBFHAR90|conf/sigir/AnickF93|conf/sigir/AnickF92,Caucasus University
Rex Blankinship,conf/vldb/BlankinshipHY91,National Hsin-Chu Teachers College
Rex di Bona,journals/csys/DearleBFHLRV94,Universidade Católica de Salvador
Reza Rooholamini,journals/ieeemm/RooholaminiC95,University of East Asia
Reza Sadri,conf/cikm/ZarkeshASSS97|conf/deductive/ZanioloS94,Shiga University
Rhonda Wienk Aragon,journals/software/BurtonABKM87,"Merz Akademie, Hochschule für Gestaltung Stuttgart"
Rhys S. Francis,journals/tc/FrancisM88,Warner Pacific College
Ricard Gavaldà,journals/jcss/BshoutyCGKT96,Hogeschool voor de Kunsten Utrecht (HKU)
Ricardo A. Baeza-Yates,journals/tkde/Baeza-YatesL89|conf/edbt/Baeza-Yates90|journals/ipl/ManberB91|journals/acta/Baeza-Yates89a|journals/acta/Baeza-Yates89|journals/sigmod/Baeza-YatesN96|journals/tcs/Baeza-Yates96|journals/cacm/Baeza-YatesG92|journals/is/Baeza-Yates90|journals/spe/Baeza-Yates89|conf/cpm/Baeza-YatesN96|conf/cpm/Baeza-YatesP92|conf/cpm/Baeza-YatesCMW94|conf/icalp/Baeza-YatesG89|conf/sigir/NavarroB95,Academia Tehnica Militara
Ricardo Cordon,conf/icdcs/CordonG85,University of Cagliari
Ricardo R. Gudwin,journals/tkde/GudwinGNM96,Kwassui Women's College
Ricardo de Oliveira Anido,conf/cikm/OliveiraA93,College of St. Catherine
Riccardo Arizio,conf/er/VerrocaEGGAD98,Universität für Bodenkultur Wien
Riccardo Rosati,conf/dmdw/CalvaneseGLNR99|conf/coopis/CalvaneseGLNR98|conf/kr/CalvaneseGLNR98,Technische Universität Bergakademie Freiberg
Riccardo Torlone,journals/tkde/PalopoliT97|journals/tods/AtzeniT92|conf/icde/MontesiT95|conf/sigmod/AtzeniT97|conf/sigmod/AtzeniT90|conf/pods/AtzeniT89|conf/mfdbs/AtzeniT91|conf/mfdbs/AtzeniT89|conf/icdt/CabibboT99|conf/icdt/MontesiT95|conf/dbpl/AtzeniT91|conf/dbpl/MontesiT95|conf/dbpl/CabibboT97|conf/ssdbm/CabibboT98|conf/edbt/AtzeniT96|conf/edbt/CabibboT98|journals/dke/PalopoliT94|journals/dke/AtzeniT92|journals/is/AtzeniT93|conf/ewdw/AtzeniT90a|conf/dexa/AtzeniT91|conf/ds/AtzeniT95|conf/sebd/CabibboT98|conf/sebd/CabibboT97|conf/isooms/MontesiT94|conf/ride/PalopoliT94|conf/dood/TorloneA91,Uniformed Services Universty of the Health Sciences
Rich Caruana,journals/cacm/MitchellCFMZ94,"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft"
Rich Humphrey,conf/spieSR/BachFGHHHJS96,"Institute of Teachers Education, Ilmu Khas"
Richard A. Crus,journals/ibmsj/Crus84,Acharya Nagarjuna University
Richard A. DeMillo,journals/jacm/LiptonED76|journals/tse/DeMilloDL78|journals/cacm/DeMilloEL78|journals/cacm/DeMilloLP79|conf/stoc/DeMilloL80|conf/stoc/DeMilloLM82,Leon Kozminski Academy of Entrepreneurship and Mangement in Warsaw
Richard A. Demers,journals/ibmsj/Demers88,Northwest Normal University Lanzhou
Richard A. Floyd,journals/tkde/FloydE89|conf/srds/EllisF83,University of Southern Mindanao
Richard A. Frost,journals/cj/Frost83|journals/cj/FrostW83|conf/bncod/Frost86,Osaka Prefectural University
Richard A. Ganski,conf/sigmod/GanskiW87,Vietnam National University Ho Chi Minh City
Richard A. Golding,conf/icde/GoldingL92|journals/csys/Golding92|journals/tocs/WilkesGSS96|conf/sosp/WilkesGSS95|conf/usenix/GoldingBSSW95|conf/wmrd/Golding92,University of Sierra Leone
Richard A. Harshman,journals/jasis/DeerwesterDLFH90|conf/sigir/FurnasDDLHSL88,University Lucian Blaga of Sibiu
Richard A. Kemmerer,journals/tse/HaighKMY87|journals/tse/IlgunKP95|journals/cacm/WalkerKP80,"Indian Institute of Technology, Guwahati"
Richard A. Landsman,journals/cacm/KaplanKBLD90,Qauid-e-Awam University of Engineering Sciences & Technology
Richard A. O'Keefe,journals/ai/MycroftO84|conf/slp/OKeefe85a|conf/iclp/LindholmO87,Banking University of Ho Chi Minh City
Richard A. Stroobosscher,journals/spe/BuhrDSYZ92|journals/spe/BuhrS90,Universidad Politécnica de El Salvador
Richard A. Swetz,journals/ibmsj/StunkelSAABGHJNSSTV95,German Jordanian University
Richard A. Warren,journals/jlp/HermenegildoWD92,Université de la Reunion
Richard Alpert,conf/isca/BlumrichLADFS94,Philadelphia University
Richard Alterman,journals/cogsci/Alterman88|conf/aaai/Alterman86,"Universidad Distral ""Francisco José de Caldas"""
Richard Atkins,conf/er/Atkins83,Campion College
Richard B. Bunt,conf/sigmetrics/BuntMM84,Harrington Institute of Interior Design
Richard B. Gillett,journals/micro/Gillett96,Chonnam National University
Richard B. Kieburtz,journals/sigplan/HudakPWBFFGHHJKNPP92|journals/computer/BabbKOMGM85|journals/siamcomp/KieburtzL72|conf/fpca/Kieburtz85|conf/asplos/Kieburtz87,Kampala University
Richard B. Scherl,journals/jlp/LevesqueRLLS97|conf/atal/LesperanceLLMRS95,Liberty University
Richard B. Segal,conf/agents/SegalK99,Virginia Intermont College
Richard B. Tan,journals/scp/TelTL88,Gazi University Ankara
Richard Baum,conf/er/KerschbergBH89|conf/er/KerschbergBDWYHEU90,"Fachhochschule Rottenburg, Hochschule für Forstwirtschaft"
Richard Beigel,conf/aaai/MurthyKSB93,Ecole Nationale Supérieure de Physique de Grenoble
Richard Bellman,journals/isci/Bellman73|journals/jacm/Bellman62,Miyazaki Prefectural Nursing University
Richard Berger,conf/eurocrypt/BergerPT84,Universidad Veritas
Richard Bigelow,conf/sigmod/Bigelow92,Missouri Baptist College
Richard Boyd,conf/trec/BoydDS93,Keller Graduate School of Management
Richard Bruno,journals/cacm/YuSBYBT89,Oklahoma City University
Richard C. Angell,journals/ipm/AngellFW83,Fukuoka Women's University
Richard C. Dubes,journals/ac/DubesJ80,Ufa State Petroleum Technological University
Richard C. H. Connor,conf/adbis/ScheuerlCMMM95|conf/dbpl/ConnorABCKM93|conf/dbpl/DearleCBM89|conf/dbpl/ConnorMM91|journals/toplas/MorrisonDCB91|journals/cj/MorrisonCCDK95|conf/pos/MunroCMSS94|conf/pos/OhoriTCP90|conf/pos/MorrisonBCCDA89|conf/pos/KirbyCM94|conf/pos/FarkasDKCMC92|conf/pos/ConnorBCDMR90|conf/pos/ConnorBCDM89|conf/pos/KirbyCCMDF92|conf/ids/ConnorCKMM94,Mahidol University International College
Richard C. Holt,journals/csur/Holt72|journals/cacm/Holt71|journals/toplas/HoltCW82,Universidade Independente
Richard C. Morey,journals/cacm/Morey82,Poltava University of Consumer Cooperatives in Ukraine
Richard C. O'Brien,conf/dbsec/HaighOT90,Hankuk Aviation University
Richard C. Owens Jr.,conf/sigmod/Owens71,Ho Chi Minh City University of Social Sciences and Humanities
Richard C. Singleton,journals/jacm/IsaacS56,Southampton Solent University
Richard C. T. Lee,journals/tkde/ChenLCL97|conf/sigmod/ChangLD80|conf/vldb/FangLC86|journals/jacm/Lee72|journals/tse/ChangLD82|journals/tse/ChangDL84|journals/tse/LinLD79|journals/is/TangFL85,Dalian Martime University
Richard C. Waters,journals/tkde/RichW92|journals/computer/RichW88|journals/computer/RichW88a|journals/tse/Waters85|journals/tse/ReubensteinW91|journals/tse/Waters82|conf/wcre/SelfridgeWC93,Hogeschool voor Wetenschap & Kunst
Richard Carr,conf/hpts/HellandSLCGR87,Université Charles-de-Gaulle (Lille III)
Richard Cleve,journals/jcss/BshoutyCGKT96,Eastern Mennonite University
Richard Cole 0001,journals/iandc/ChazelleCPY86|journals/jal/Cole86|conf/focs/ColeY83|conf/stoc/ColeV86,Universidad Tecnológica de los Andes de Apurímac
Richard Connor 0001,conf/dbpl/Connor97|conf/dbpl/ConnorBM95|conf/edbt/ConnorDMB90|conf/oodbs/MorrisonBCCD88,Prince of Songkla University
Richard Conway 0003,journals/toplas/ArcherCS84,Universidad Nacional de Río Cuarto
Richard Cooper,conf/er/Cooper90|conf/er/CooperQ94|conf/vldb/CooperADA87|conf/pos/Cooper89|conf/pos/CooperK94|conf/bncod/CooperQ92|conf/ids/Cooper94|conf/ids/EnglandC92,Olivet Nazarene University
Richard D. Fennell,journals/tods/BuchananF84,Kabul Health Sciences Institute
Richard D. Gitlin,journals/monet/PortaSG96,Catholic University of Eastern Africa
Richard D. Graubart,conf/dbsec/Graubart89a,University of Northampton
Richard D. Schlichting,journals/tocs/PetersonBS89|journals/tocs/SchlichtingS83|journals/cl/HayesHS90|journals/tse/AndrewsSHP87,Samara State University of Teacher Training
Richard D. Verjinski,conf/icde/JensenKV89,Université de Marne la Vallée
Richard Draves,journals/debu/SpectorBDDDEMT86|conf/hpts/SpectorEDDBDPT87,Bowling Green State University
Richard E. Cobb,journals/debu/TeoreyACFSW82,Ambo University
Richard E. Jones,journals/jfp/HartelFAABBCFGGHHIJKLLLLRSTTTWWW96,The College of Insurance
Richard E. Kessler,journals/tocs/KesslerH92,Thierry Graduate School of Leadership
Richard E. Korf,journals/ai/Korf85|journals/ai/Korf93|journals/ai/Korf85a|journals/ai/Korf90|journals/ai/Korf87|conf/aaai/ChristensenK86|conf/aaai/Korf82,Abai State University
Richard E. Ladner,journals/tods/ManberL84|conf/pods/ManberL82|journals/ipl/HoneymanLY80|journals/jcss/FischerL79|journals/jea/LaMarcaL96|journals/jacm/LadnerF80|journals/siamcomp/Ladner77|conf/soda/LaMarcaL97,University of the Arts
Richard E. Mayer,journals/cacm/ShneidermanMMH77,Ulyanovsk State Agricultural Academy
Richard E. Nance,journals/cacm/NanceMF87|journals/cacm/OverstreetN85|conf/wsc/BalciN92,Buckinghamshire New University
Richard E. Westgaard,conf/pacific/Westgaard75,Earlham College
Richard Edwin Stearns,journals/tods/RosenkrantzSL78|conf/sigmod/StearnsR81|journals/jcss/LewisRS74|journals/jacm/HennieS66|journals/siamcomp/RosenkrantzSL84|journals/siamcomp/RosenkrantzSL77|conf/focs/StearnsHL65|conf/focs/StearnsLR76|conf/berkeley/RosenkrantzSL77,St. Petersburg State Polytechnical University
Richard Elnicki,journals/tods/SuDBNE87,Virginia Military Institute
Richard F. Baum,conf/dbsec/MichaelSBL92,Universität Hildesheim
Richard F. Gilberg,conf/er/Gilberg85,Institute of Business Administration Sukkur
Richard F. Rashid,conf/popl/JonesRT85|conf/sosp/MogulRA87|conf/sosp/RashidR81|conf/sosp/YoungTRGECBBB87|conf/usenix/TevanianRYGTBS87|conf/usenix/AccettaBBGRTY86|conf/usenix/GolubDFR90,"Escuela de Policia ""General Santander"""
Richard Fikes,conf/cikm/BuvacF95|journals/ai/FikesHN72|journals/ai/FikesN71|journals/computer/CutkoskyEFGGMTW93|journals/computer/BrachmanFL83|journals/aim/NechesFFGPSS91|journals/cacm/FikesK85|conf/aaai/ChaudhriFFKR98|conf/aaai/FikesH80|conf/aaai/TouWFHM82|conf/kr/PatilFPMFGN92|conf/kr/BaalenF94,Pacific International College
Richard Fritzson,conf/cikm/FininFMM94,The Corcoran College of Art
Richard Fujimoto,journals/cacm/Fujimoto90,Universidad de Los Andes
Richard Furuta,journals/tois/StottsF89|journals/csur/FurutaSS82|journals/cacm/FoxAFL95|journals/epodd/StottsF91|conf/dl/NurnbergFLMS95|conf/dl/FurutaMSL96,Emory University
Richard G. Casey,journals/ibmrd/DelobelC73|journals/ibmrd/WongCW82|journals/cacm/Casey73|journals/cacm/BlasgenCE77|journals/ibmsj/CaseyF90|conf/sigmod/CaseyO74,Denison University
Richard G. Guy,conf/er/GuyRRGMP98|journals/spe/PageGHRRGKP98|conf/ecoopw/KuenningBGPRW98|conf/usenix/GuyHMPPR90|conf/wmrd/PopekGPH90,The Defiance College
Richard G. Hamlet,journals/spe/HamletH80,Orissa University of Agriculture and Technology
Richard G. McDaniel,journals/tse/MyersMMFFKMKD97,Universitas Amir Hamzah
Richard G. Ramirez,journals/tkde/KulkarniR97|journals/is/RamirezDC90,Université Libre de Bruxelles
Richard Gostanian,journals/debu/Gostanian83,University of Basrah
Richard H. Granger,conf/ijcai/Granger77,Kyoto Institute of Technology
Richard H. Wolniewicz,journals/debu/WolniewiczG93|conf/vldb/WolniewiczG93,University of Alabama - Huntsville
Richard Hay Jr.,conf/ssdbm/Hay81|conf/ssdbm/CohenH81,Shanghai Institue of Foreign Trade
Richard Hedges,conf/icde/ChengHHIMMW91,Accra Polytechnic 
Richard Helm,conf/pods/HelmMO91|conf/oopsla/HelmHG90|conf/iclp/Helm87|conf/ecoop/GammaHJV93,University of North Alabama
Richard Hull 0001,journals/debu/ZhouHKF95|journals/debu/HullWWY91|journals/csur/HullK87|journals/tods/AbiteboulH87|journals/tods/ChenHM95|journals/tods/GhandeharizadehHJ96|conf/icde/BryceH86|conf/sigmod/GriffinH97|conf/sigmod/HullS89|conf/sigmod/HullZ96|conf/sigmod/DongH82|conf/sigmod/AbiteboulH88|conf/sigmod/DohertyHR96|conf/pods/GinsburgH83|conf/pods/Hull97|conf/pods/HullY91|conf/pods/HullS89|conf/pods/AbiteboulH84|conf/pods/Escobar-MolanoHJ93|conf/pods/BidoitH86|conf/pods/ChangH95|conf/pods/Hull84|conf/pods/HullS88|conf/pods/HullY82|conf/icdt/AbiteboulH86|conf/dbpl/HullJ87|conf/dbpl/DohertyHDD95|conf/dbpl/HullS89|conf/dbpl/JacobsH91|conf/edbt/GhandeharizadehHJ92|conf/vldb/HullJ91|conf/vldb/GhandeharizadehHJCELLTZ93|conf/vldb/HullY90|journals/jlp/HullS98|journals/jiis/ZhouHK96|journals/acta/HullS94|journals/tcs/GinsburgH83|journals/tcs/GinsburgH83a|journals/tcs/Hull85|journals/tcs/AbiteboulH88|journals/jcss/Hull83|journals/jcss/BidoitH89|journals/jcss/HullS93|journals/jcss/HullS91|journals/jacm/GinsburgH86|journals/jacm/Hull84|journals/jacm/HullY84|journals/siamcomp/Hull86|conf/ewdw/HullJ90|conf/nf2/Hull87|conf/pos/WidjojoHW90|conf/birthday/HullY92|conf/ds/DohertyH95|conf/coopis/ZhouHKF95|conf/fodo/HullTY89|conf/fodo/AbiteboulH85|conf/ride/ChenHM94|conf/views/HullZ96,University of the Philippines Visayas - Cebu High School
Richard I. Baum,journals/tods/BanerjeeHB78|journals/ac/HsiaoB76|journals/tc/BaumH76,University of Wisconsin - Parkside
Richard J. Anderson,journals/algorithmica/AndersonBB96|conf/stoc/AggarwalAK89,University of Pittsburgh at Johnstown
Richard J. Beach,journals/toplas/SwinehartZBH86,Kansai University of International Studies
